ID,Item Type,Max Stack,Item Name
8070915,Normal/StandardItem,1,Spiked Armguards
8071001,Normal/StandardItem,1,Dated Sheepskin Wristguards
8071002,Normal/StandardItem,1,Dated Sheepskin Wristguards (Taupe)
8071003,Normal/StandardItem,1,Dated Sheepskin Wristguards (Grey)
8071004,Normal/StandardItem,1,Dated Dodoskin Wristguards
8071005,Normal/StandardItem,1,Dated Dodoskin Wristguards (Black)
8071006,Normal/StandardItem,1,Dated Leather Wristguards
8071007,Normal/StandardItem,1,Dated Leather Wristguards (Black)
8071008,Normal/StandardItem,1,Dated Leather Wristguards (Ochre)
8071009,Normal/StandardItem,1,Dated Leather Wristguards (Green)
8071010,Normal/StandardItem,1,Dated Leather Wristguards (Red)
8071011,Normal/StandardItem,1,Dated Toadskin Wristguards
8071012,Normal/StandardItem,1,Dated Toadskin Wristguards (Brown)
8071013,Normal/StandardItem,1,Sheepskin Wristguards
8071014,Normal/StandardItem,1,Sheepskin Wristguards (Brown)
8071015,Normal/StandardItem,1,Dodoskin Wristguards
8071016,Normal/StandardItem,1,Dodoskin Wristguards (Black)
8071017,Normal/StandardItem,1,Storm Private's Wristguards
8071018,Normal/StandardItem,1,Storm Sergeant's Wristguards
8071101,Normal/StandardItem,1,Dated Canvas Shortgloves
8071102,Normal/StandardItem,1,Dated Canvas Shortgloves (Auburn)
8071103,Normal/StandardItem,1,Dated Canvas Shortgloves (Pink)
8071104,Normal/StandardItem,1,Dated Canvas Shortgloves (Brown)
8071105,Normal/StandardItem,1,Dated Canvas Shortgloves (Blue)
8071106,Normal/StandardItem,1,Dated Velveteen Shortgloves
8071107,Normal/StandardItem,1,Dated Velveteen Shortgloves (Black)
8071108,Normal/StandardItem,1,Dated Velveteen Shortgloves (Red)
8071109,Normal/StandardItem,1,Dated Velveteen Shortgloves (Yellow)
8071110,Normal/StandardItem,1,Dated Velveteen Shortgloves (Green)
8071111,Normal/StandardItem,1,Dated Linen Shortgloves
8071112,Normal/StandardItem,1,Dated Linen Shortgloves (Pink)
8071113,Normal/StandardItem,1,Dated Linen Shortgloves (Blue)
8071114,Normal/StandardItem,1,Dated Linen Shortgloves (Brown)
8071115,Normal/StandardItem,1,Dated Linen Shortgloves (Yellow)
8071116,Normal/StandardItem,1,Velveteen Shortgloves
8071117,Normal/StandardItem,1,Velveteen Shortgloves (Red)
8071118,Normal/StandardItem,1,Velveteen Shortgloves (Yellow)
8071119,Normal/StandardItem,1,Linen Shortgloves
8071120,Normal/StandardItem,1,Linen Shortgloves (Blue)
8071121,Normal/StandardItem,1,Linen Shortgloves (Brown)
8071122,Normal/StandardItem,1,Linen Shortgloves (Red)
8071123,Normal/StandardItem,1,Linen Shortgloves (Yellow)
8071201,Normal/StandardItem,1,Dodoskin Ringbands
8071202,Normal/StandardItem,1,Leather Ringbands
8071203,Normal/StandardItem,1,Leather Ringbands (Green)
8071204,Normal/StandardItem,1,Boarskin Ringbands
8071205,Normal/StandardItem,1,Boarskin Ringbands (Brown)
8071206,Normal/StandardItem,1,Boarskin Ringbands of Flames
8071207,Normal/StandardItem,1,Boarskin Ringbands of Tremors
8071208,Normal/StandardItem,1,Boarskin Ringbands of Tides
8071209,Normal/StandardItem,1,Boarskin Ringbands of Gales
8071210,Normal/StandardItem,1,Boarskin Ringbands of Frost
8071211,Normal/StandardItem,1,Boarskin Ringbands of Storms
8071212,Normal/StandardItem,1,Sorcerer's Ringbands
8071301,Normal/StandardItem,1,Lominsan Soldier's Gloves
8071302,Normal/StandardItem,1,Gridanian Soldier's Gloves
8071303,Normal/StandardItem,1,Ul'dahn Soldier's Gloves
8071304,Normal/StandardItem,1,Lominsan Officer's Gloves
8071305,Normal/StandardItem,1,Gridanian Officer's Gloves
8071306,Normal/StandardItem,1,Ul'dahn Officer's Gloves
8071401,Normal/StandardItem,1,Gallant Gauntlets
8071402,Normal/StandardItem,1,Temple Gloves
8071403,Normal/StandardItem,1,Fighter's Gauntlets
8071404,Normal/StandardItem,1,Drachen Gauntlets
8071405,Normal/StandardItem,1,Choral Ringbands
8071406,Normal/StandardItem,1,Healer's Gloves
8071407,Normal/StandardItem,1,Wizard's Gloves
8071501,Normal/StandardItem,1,Heavy Darklight Gauntlets
8071502,Normal/StandardItem,1,Darklight Gauntlets
8071503,Normal/StandardItem,1,Darklight Bracers
8071504,Normal/StandardItem,1,Darklight Gloves
8071505,Normal/StandardItem,1,Heavy Darksteel Gauntlets
8071506,Normal/StandardItem,1,Heavy Darksteel Gauntlets (White)
8071507,Normal/StandardItem,1,Heavy Darksteel Gauntlets (Red)
8071508,Normal/StandardItem,1,Heavy Darksteel Gauntlets (Green)
8071509,Normal/StandardItem,1,Heavy Darksteel Gauntlets (Blue)
8071510,Normal/StandardItem,1,Gryphonskin Gloves
8071511,Normal/StandardItem,1,Gryphonskin Gloves (White)
8071512,Normal/StandardItem,1,Gryphonskin Gloves (Black)
8071513,Normal/StandardItem,1,Gryphonskin Gloves (Red)
8071514,Normal/StandardItem,1,Gryphonskin Gloves (Yellow)
8071515,Normal/StandardItem,1,Vanya Gloves
8071516,Normal/StandardItem,1,Vanya Gloves (Yellow)
8071517,Normal/StandardItem,1,Vanya Gloves (Black)
8071518,Normal/StandardItem,1,Vanya Gloves (Purple)
8071519,Normal/StandardItem,1,Vanya Gloves (Red)
8071520,Normal/StandardItem,1,Storm Sergeant's Mitts
8071521,Normal/StandardItem,1,Storm Sergeant's Shortgloves
8071522,Normal/StandardItem,1,Serpent Sergeant's Mitts
8071523,Normal/StandardItem,1,Serpent Sergeant's Shortgloves
8071524,Normal/StandardItem,1,Flame Sergeant's Mitts
8071525,Normal/StandardItem,1,Flame Sergeant's Shortgloves
8071526,Normal/StandardItem,1,Militia Ringbands
8071527,Normal/StandardItem,1,Militia Gauntlets
8071528,Normal/StandardItem,1,Militia Mitt Gauntlets
8080001,Normal/StandardItem,1,Dated Leather Thighboots
8080002,Normal/StandardItem,1,Dated Tarred Leather Thighboots
8080003,Normal/StandardItem,1,Dated Leather Thighboots (Ochre)
8080004,Normal/StandardItem,1,Dated Leather Thighboots (Red)
8080005,Normal/StandardItem,1,Dated Leather Thighboots (Green)
8080006,Normal/StandardItem,1,Boarskin Thighboots
8080007,Normal/StandardItem,1,[en]
8080008,Normal/StandardItem,1,Boarskin Thighboots (Red)
8080009,Normal/StandardItem,1,Raptorskin Thighboots (Green)
8080010,Normal/StandardItem,1,Raptorskin Thighboots (Blue)
8080011,Normal/StandardItem,1,Raptorskin Thighboots
8080012,Normal/StandardItem,1,Raptorskin Thighboots (Grey)
8080013,Normal/StandardItem,1,[en]
8080014,Normal/StandardItem,1,[en]
8080015,Normal/StandardItem,1,Flame Sergeant's Thighboots
8080016,Normal/StandardItem,1,Weathered Thighboots
8080017,Normal/StandardItem,1,Weathered Thighboots (Grey)
8080018,Normal/StandardItem,1,Dated Dodoskin Thighboots (Black)
8080019,Normal/StandardItem,1,Vintage Thighboots
8080020,Normal/StandardItem,1,Mildewed Thighboots
8080101,Normal/StandardItem,1,Dated Bronze Sabatons
8080102,Normal/StandardItem,1,Dated Bronze Sabatons (Auburn)
8080103,Normal/StandardItem,1,Dated Bronze Sabatons (Pink)
8080104,Normal/StandardItem,1,Dated Bronze Sabatons (Brown)
8080105,Normal/StandardItem,1,Dated Bronze Sabatons (Blue)
8080106,Normal/StandardItem,1,Dated Iron Sabatons
8080107,Normal/StandardItem,1,Dated Iron Sabatons (Green)
8080108,Normal/StandardItem,1,Dated Iron Sabatons (Brown)
8080109,Normal/StandardItem,1,Steel Sabatons
8080110,Normal/StandardItem,1,Steel Sabatons (Blue)
8080111,Normal/StandardItem,1,Cobalt Sabatons (Blue)
8080112,Normal/StandardItem,1,Sentinel's Sabatons
8080113,Normal/StandardItem,1,Cobalt Sabatons
8080114,Normal/StandardItem,1,Cobalt Sabatons (Red)
8080115,Normal/StandardItem,1,Plundered Sabatons
8080116,Normal/StandardItem,1,Explorer's Sabatons
8080117,Normal/StandardItem,1,Darksteel Sabatons (White)
8080118,Normal/StandardItem,1,Darksteel Sabatons (Gold)
8080119,Normal/StandardItem,1,[en]
8080201,Normal/StandardItem,1,Dated Sheepskin Duckbills
8080202,Normal/StandardItem,1,Dated Sheepskin Duckbills (Brown)
8080203,Normal/StandardItem,1,Dated Sheepskin Duckbills (Grey)
8080204,Normal/StandardItem,1,Dated Sheepskin Duckbills (Beige)
8080205,Normal/StandardItem,1,Dated Padded Sheepskin Duckbills
8080206,Normal/StandardItem,1,Dated Padded Sheepskin Duckbills (Red)
8080207,Normal/StandardItem,1,Dated Padded Sheepskin Duckbills (Yellow)
8080208,Normal/StandardItem,1,Dated Padded Sheepskin Duckbills (Green)
8080209,Normal/StandardItem,1,Dated Padded Sheepskin Duckbills (Blue)
8080210,Normal/StandardItem,1,Dated Leather Duckbills
8080211,Normal/StandardItem,1,Dated Leather Duckbills (Black)
8080212,Normal/StandardItem,1,Dated Leather Duckbills (Ochre)
8080213,Normal/StandardItem,1,Dated Leather Duckbills (Red)
8080214,Normal/StandardItem,1,Dated Leather Duckbills (Green)
8080215,Normal/StandardItem,1,Dated Padded Leather Duckbills
8080216,Normal/StandardItem,1,Dated Padded Leather Duckbills (Black)
8080217,Normal/StandardItem,1,Dated Padded Leather Duckbills (Ochre)
8080218,Normal/StandardItem,1,Dated Padded Leather Duckbills (Red)
8080219,Normal/StandardItem,1,Dated Padded Leather Duckbills (Green)
8080220,Normal/StandardItem,1,Sheepskin Duckbills
8080221,Normal/StandardItem,1,Sheepskin Duckbills of Casting (Brown)
8080222,Normal/StandardItem,1,Sheepskin Duckbills of Toiling (Red)
8080223,Normal/StandardItem,1,Sheepskin Duckbills of Toiling (Grey)
8080224,Normal/StandardItem,1,Padded Sheepskin Duckbills
8080225,Normal/StandardItem,1,Padded Sheepskin Duckbills of Casting (Yellow)
8080226,Normal/StandardItem,1,Padded Sheepskin Duckbills of Toiling (Blue)
8080227,Normal/StandardItem,1,Padded Sheepskin Duckbills of Toiling (Green)
8080228,Normal/StandardItem,1,Sheepskin Duckbills (Brown)
8080229,Normal/StandardItem,1,Sheepskin Duckbills (Red)
8080230,Normal/StandardItem,1,Sheepskin Duckbills (Grey)
8080231,Normal/StandardItem,1,Sheepskin Duckbills of Casting
8080232,Normal/StandardItem,1,Sheepskin Duckbills of Casting (Red)
8080233,Normal/StandardItem,1,Sheepskin Duckbills of Casting (Grey)
8080234,Normal/StandardItem,1,Sheepskin Duckbills of Toiling
8080235,Normal/StandardItem,1,Sheepskin Duckbills of Toiling (Brown)
8080236,Normal/StandardItem,1,Padded Sheepskin Duckbills (Yellow)
8080237,Normal/StandardItem,1,Padded Sheepskin Duckbills (Blue)
8080238,Normal/StandardItem,1,Padded Sheepskin Duckbills (Green)
8080239,Normal/StandardItem,1,Padded Sheepskin Duckbills of Casting
8080240,Normal/StandardItem,1,Padded Sheepskin Duckbills of Casting (Blue)
8080241,Normal/StandardItem,1,Padded Sheepskin Duckbills of Casting (Green)
8080242,Normal/StandardItem,1,Padded Sheepskin Duckbills of Toiling
8080243,Normal/StandardItem,1,Padded Sheepskin Duckbills of Toiling (Yellow)
8080244,Normal/StandardItem,1,[en]
8080245,Normal/StandardItem,1,Plundered Duckbills
8080246,Normal/StandardItem,1,Weathered Duckbills
8080247,Normal/StandardItem,1,Torturer's Duckbills
8080301,Normal/StandardItem,1,Dated Lauan Pattens
8080302,Normal/StandardItem,1,Dated Lauan Pattens (Brown)
8080303,Normal/StandardItem,1,Dated Lauan Pattens (Grey)
8080304,Normal/StandardItem,1,Dated Lauan Pattens (Beige)
8080305,Normal/StandardItem,1,Dated Maple Pattens
8080306,Normal/StandardItem,1,Dated Maple Pattens (Red)
8080307,Normal/StandardItem,1,Dated Maple Pattens (Yellow)
8080308,Normal/StandardItem,1,Dated Maple Pattens (Green)
8080309,Normal/StandardItem,1,Dated Maple Pattens (Blue)
8080310,Normal/StandardItem,1,Dated Elm Pattens
8080311,Normal/StandardItem,1,Dated Elm Pattens (Auburn)
8080312,Normal/StandardItem,1,Dated Elm Pattens (Pink)
8080313,Normal/StandardItem,1,Dated Elm Pattens (Brown)
8080314,Normal/StandardItem,1,Dated Elm Pattens (Blue)
8080315,Normal/StandardItem,1,Dated Ash Pattens
8080316,Normal/StandardItem,1,Dated Ash Pattens (Black)
8080317,Normal/StandardItem,1,Dated Ash Pattens (Red)
8080318,Normal/StandardItem,1,Dated Ash Pattens (Yellow)
8080319,Normal/StandardItem,1,Dated Ash Pattens (Green)
8080320,Normal/StandardItem,1,Oak Pattens
8080321,Normal/StandardItem,1,Oak Pattens of the Mind (Grey)
8080322,Normal/StandardItem,1,Oak Pattens of Vitality (Purple)
8080323,Normal/StandardItem,1,Oak Pattens of Intelligence (Black)
8080324,Normal/StandardItem,1,Mahogany Pattens
8080325,Normal/StandardItem,1,Mahogany Pattens of the Mind (Blue)
8080326,Normal/StandardItem,1,Mahogany Pattens of Vitality (Red)
8080327,Normal/StandardItem,1,Mahogany Pattens of Intelligence (Brown)
8080328,Normal/StandardItem,1,Oak Pattens (Grey)
8080329,Normal/StandardItem,1,Oak Pattens (Purple)
8080330,Normal/StandardItem,1,Oak Pattens (Black)
8080331,Normal/StandardItem,1,Oak Pattens of the Mind
8080332,Normal/StandardItem,1,Oak Pattens of the Mind (Purple)
8080333,Normal/StandardItem,1,Oak Pattens of the Mind (Black)
8080334,Normal/StandardItem,1,Oak Pattens of Vitality
8080335,Normal/StandardItem,1,Oak Pattens of Vitality (Grey)
8080336,Normal/StandardItem,1,Oak Pattens of Vitality (Black)
8080337,Normal/StandardItem,1,Oak Pattens of Intelligence
8080338,Normal/StandardItem,1,Oak Pattens of Intelligence (Grey)
8080339,Normal/StandardItem,1,Oak Pattens of Intelligence (Purple)
8080340,Normal/StandardItem,1,Mahogany Pattens (Blue)
8080341,Normal/StandardItem,1,Mahogany Pattens (Red)
8080342,Normal/StandardItem,1,Mahogany Pattens (Brown)
8080343,Normal/StandardItem,1,Mahogany Pattens (Green)
8080344,Normal/StandardItem,1,Mahogany Pattens of the Mind
8080345,Normal/StandardItem,1,Mahogany Pattens of the Mind (Red)
8080346,Normal/StandardItem,1,Weathered Pattens
8080347,Normal/StandardItem,1,Weathered Pattens (Grey)
8080348,Normal/StandardItem,1,Onion Pattens
8080349,Normal/StandardItem,1,Warlock's Pattens
8080350,Normal/StandardItem,1,Mahogany Pattens of the Mind (Brown)
8080351,Normal/StandardItem,1,Mahogany Pattens of the Mind (Green)
8080352,Normal/StandardItem,1,Mahogany Pattens of Vitality
8080353,Normal/StandardItem,1,Mahogany Pattens of Vitality (Blue)
8080354,Normal/StandardItem,1,Mahogany Pattens of Vitality (Brown)
8080355,Normal/StandardItem,1,Mahogany Pattens of Vitality (Green)
8080356,Normal/StandardItem,1,Mahogany Pattens of Intelligence
8080357,Normal/StandardItem,1,Mahogany Pattens of Intelligence (Blue)
8080358,Normal/StandardItem,1,Mahogany Pattens of Intelligence (Red)
8080359,Normal/StandardItem,1,Mahogany Pattens of Intelligence (Green)
8080360,Normal/StandardItem,1,Mage's Pattens
8080401,Normal/StandardItem,1,Dated Sheepskin Workboots
8080402,Normal/StandardItem,1,Dated Sheepskin Workboots (Grey)
8080403,Normal/StandardItem,1,Dated Sheepskin Workboots (Beige)
8080404,Normal/StandardItem,1,Dated Sheepskin Workboots (Brown)
8080405,Normal/StandardItem,1,Dated Dodoskin Workboots
8080406,Normal/StandardItem,1,Dated Dodoskin Workboots (Red)
8080407,Normal/StandardItem,1,Dated Dodoskin Workboots (Yellow)
8080408,Normal/StandardItem,1,Dated Dodoskin Workboots (Green)
8080409,Normal/StandardItem,1,Dated Dodoskin Workboots (Blue)
8080410,Normal/StandardItem,1,Dated Leather Workboots
8080411,Normal/StandardItem,1,Dated Leather Workboots (Red)
8080412,Normal/StandardItem,1,Dated Leather Workboots (Yellow)
8080413,Normal/StandardItem,1,Dated Leather Workboots (Green)
8080414,Normal/StandardItem,1,Dated Leather Workboots (Blue)
8080415,Normal/StandardItem,1,Dated Padded Leather Workboots
8080416,Normal/StandardItem,1,Dated Padded Leather Workboots (Black)
8080417,Normal/StandardItem,1,Dated Padded Leather Workboots (Ochre)
8080418,Normal/StandardItem,1,Dated Padded Leather Workboots (Green)
8080419,Normal/StandardItem,1,Dated Padded Leather Workboots (Red)
8080420,Normal/StandardItem,1,Dated Toadskin Workboots
8080421,Normal/StandardItem,1,Dated Toadskin Workboots (Auburn)
8080422,Normal/StandardItem,1,Dated Toadskin Workboots (Pink)
8080423,Normal/StandardItem,1,Dated Toadskin Workboots (Brown)
8080424,Normal/StandardItem,1,Dated Toadskin Workboots (Blue)
8080425,Normal/StandardItem,1,Weathered Workboots (Grey)
8080426,Normal/StandardItem,1,Weathered Workboots
8080427,Normal/StandardItem,1,Boarskin Workboots
8080428,Normal/StandardItem,1,Boarskin Workboots of the Mind (Brown)
8080429,Normal/StandardItem,1,Boarskin Workboots of Intelligence (White)
8080430,Normal/StandardItem,1,Boarskin Workboots of Piety (Blue)
8080431,Normal/StandardItem,1,Raptorskin Workboots
8080432,Normal/StandardItem,1,Raptorskin Workboots of the Mind (Brown)
8080433,Normal/StandardItem,1,Raptorskin Workboots of Intelligence (Yellow)
8080434,Normal/StandardItem,1,Raptorskin Workboots of Piety (Blue)
8080435,Normal/StandardItem,1,Boarskin Workboots (Brown)
8080436,Normal/StandardItem,1,Boarskin Workboots (White)
8080437,Normal/StandardItem,1,Boarskin Workboots (Blue)
8080438,Normal/StandardItem,1,Boarskin Workboots of the Mind
8080439,Normal/StandardItem,1,Boarskin Workboots of the Mind (White)
8080440,Normal/StandardItem,1,Boarskin Workboots of the Mind (Blue)
8080441,Normal/StandardItem,1,Boarskin Workboots of Intelligence
8080442,Normal/StandardItem,1,Boarskin Workboots of Intelligence (Brown)
8080443,Normal/StandardItem,1,Boarskin Workboots of Intelligence (Blue)
8080444,Normal/StandardItem,1,Boarskin Workboots of Piety
8080445,Normal/StandardItem,1,Boarskin Workboots of Piety (Brown)
8080446,Normal/StandardItem,1,Boarskin Workboots of Piety (White)
8080447,Normal/StandardItem,1,Raptorskin Workboots (Brown)
8080448,Normal/StandardItem,1,Raptorskin Workboots (Yellow)
8080449,Normal/StandardItem,1,Raptorskin Workboots (Blue)
8080450,Normal/StandardItem,1,Raptorskin Workboots (Red)
8080451,Normal/StandardItem,1,Raptorskin Workboots of the Mind
8080452,Normal/StandardItem,1,Raptorskin Workboots of the Mind (Yellow)
8080453,Normal/StandardItem,1,Raptorskin Workboots of the Mind (Blue)
8080454,Normal/StandardItem,1,Raptorskin Workboots of the Mind (Red)
8080455,Normal/StandardItem,1,Raptorskin Workboots of Intelligence
8080456,Normal/StandardItem,1,Raptorskin Workboots of Intelligence (Brown)
8080457,Normal/StandardItem,1,Raptorskin Workboots of Intelligence (Blue)
8080458,Normal/StandardItem,1,Raptorskin Workboots of Intelligence (Red)
8080459,Normal/StandardItem,1,Raptorskin Workboots of Piety
8080460,Normal/StandardItem,1,Raptorskin Workboots of Piety (Brown)
8080461,Normal/StandardItem,1,Raptorskin Workboots of Piety (Yellow)
8080462,Normal/StandardItem,1,Raptorskin Workboots of Piety (Red)
8080501,Normal/StandardItem,1,Weathered Crakows
8080502,Normal/StandardItem,1,Dated Sheepskin Crakows
8080503,Normal/StandardItem,1,Dated Dodoskin Crakows
8080504,Normal/StandardItem,1,Dated Leather Crakows (Black)
8080505,Normal/StandardItem,1,Dated Leather Crakows (Red)
8080506,Normal/StandardItem,1,Dated Leather Crakows (Ochre)
8080507,Normal/StandardItem,1,Dated Leather Crakows (Green)
8080508,Normal/StandardItem,1,Dated Toadskin Crakows (Black)
8080509,Normal/StandardItem,1,Dated Toadskin Crakows (Red)
8080510,Normal/StandardItem,1,Dated Toadskin Crakows (Ochre)
8080511,Normal/StandardItem,1,Dated Toadskin Crakows (Green)
8080512,Normal/EnchantItem,1,Hermes' Shoes
8080513,Normal/StandardItem,1,Leather Crakows
8080514,Normal/StandardItem,1,Leather Crakows of Slaying (Red)
8080515,Normal/StandardItem,1,Leather Crakows of Toiling (Green)
8080516,Normal/StandardItem,1,Leather Crakows of Invoking (Brown)
8080517,Normal/StandardItem,1,Boarskin Crakows
8080518,Normal/StandardItem,1,Boarskin Crakows of Slaying (Red)
8080519,Normal/StandardItem,1,Boarskin Crakows of Toiling (Green)
8080520,Normal/StandardItem,1,Boarskin Crakows of Invoking (Brown)
8080521,Normal/StandardItem,1,Peisteskin Crakows
8080522,Normal/StandardItem,1,Peisteskin Crakows of Slaying (White)
8080523,Normal/StandardItem,1,Peisteskin Crakows of Toiling (Blue)
8080524,Normal/StandardItem,1,Peisteskin Crakows of Invoking (Red)
8080525,Normal/StandardItem,1,Sipahi Crakows
8080526,Normal/StandardItem,1,Leather Crakows (Red)
8080527,Normal/StandardItem,1,Leather Crakows (Green)
8080528,Normal/StandardItem,1,Leather Crakows (Brown)
8080529,Normal/StandardItem,1,Leather Crakows of Slaying
8080530,Normal/StandardItem,1,Leather Crakows of Slaying (Green)
8080531,Normal/StandardItem,1,Leather Crakows of Slaying (Brown)
8080532,Normal/StandardItem,1,Leather Crakows of Toiling
8080533,Normal/StandardItem,1,Leather Crakows of Toiling (Red)
8080534,Normal/StandardItem,1,Leather Crakows of Toiling (Brown)
8080535,Normal/StandardItem,1,Leather Crakows of Invoking
8080536,Normal/StandardItem,1,Leather Crakows of Invoking (Red)
8080537,Normal/StandardItem,1,Leather Crakows of Invoking (Green)
8080538,Normal/StandardItem,1,Boarskin Crakows (Red)
8080539,Normal/StandardItem,1,Boarskin Crakows (Green)
8080540,Normal/StandardItem,1,Boarskin Crakows (Brown)
8080541,Normal/StandardItem,1,Boarskin Crakows of Slaying
8080542,Normal/StandardItem,1,Boarskin Crakows of Slaying (Green)
8080543,Normal/StandardItem,1,Boarskin Crakows of Slaying (Brown)
8080544,Normal/StandardItem,1,Boarskin Crakows of Toiling
8080545,Normal/StandardItem,1,Boarskin Crakows of Toiling (Red)
8080546,Normal/StandardItem,1,Boarskin Crakows of Toiling (Brown)
8080547,Normal/StandardItem,1,Boarskin Crakows of Invoking
8080548,Normal/StandardItem,1,Boarskin Crakows of Invoking (Red)
8080549,Normal/StandardItem,1,Boarskin Crakows of Invoking (Green)
8080550,Normal/StandardItem,1,Peisteskin Crakows (White)
8080551,Normal/StandardItem,1,Peisteskin Crakows (Blue)
8080552,Normal/StandardItem,1,Peisteskin Crakows (Red)
8080553,Normal/StandardItem,1,Peisteskin Crakows of Slaying
8080554,Normal/StandardItem,1,Peisteskin Crakows of Slaying (Blue)
8080555,Normal/StandardItem,1,Peisteskin Crakows of Slaying (Red)
8080556,Normal/StandardItem,1,Peisteskin Crakows of Toiling
8080557,Normal/StandardItem,1,Peisteskin Crakows of Toiling (White)
8080558,Normal/StandardItem,1,Peisteskin Crakows of Toiling (Red)
8080559,Normal/StandardItem,1,Peisteskin Crakows of Invoking
8080560,Normal/StandardItem,1,Peisteskin Crakows of Invoking (White)
8080561,Normal/StandardItem,1,Peisteskin Crakows of Invoking (Blue)
8080562,Normal/StandardItem,1,Flame Private's Crakows
8080563,Normal/StandardItem,1,Flame Sergeant's Crakows
8080564,Normal/StandardItem,1,Serpent Sergeant's Crakows
8080565,Normal/StandardItem,1,Storm Sergeant's Crakows
8080601,Normal/StandardItem,1,Weathered Shoes (Taupe)
8080602,Normal/StandardItem,1,Weathered Shoes
8080603,Normal/StandardItem,1,Dated Sheepskin Shoes
8080604,Normal/StandardItem,1,Dated Sheepskin Shoes (Taupe)
8080605,Normal/StandardItem,1,Dated Sheepskin Shoes (Grey)
8080606,Normal/StandardItem,1,Dated Dodoskin Shoes
8080607,Normal/StandardItem,1,Dated Dodoskin Shoes (Black)
8080608,Normal/StandardItem,1,Dated Leather Shoes
8080609,Normal/StandardItem,1,Dated Leather Shoes (Black)
8080610,Normal/StandardItem,1,Dated Leather Shoes (Ochre)
8080611,Normal/StandardItem,1,Dated Leather Shoes (Green)
8080612,Normal/StandardItem,1,Dated Leather Shoes (Red)
8080613,Normal/StandardItem,1,Dated Toadskin Shoes
8080614,Normal/StandardItem,1,Dated Toadskin Shoes (Brown)
8080615,Normal/StandardItem,1,Sheepskin Shoes
8080616,Normal/StandardItem,1,Sheepskin Shoes (Brown)
8080617,Normal/StandardItem,1,Dodoskin Shoes
8080618,Normal/StandardItem,1,Dodoskin Shoes (Black)
8080701,Normal/StandardItem,1,Dated Sheepskin Moccasins
8080702,Normal/StandardItem,1,Dated Dodoskin Moccasins
8080703,Normal/StandardItem,1,Dated Leather Moccasins
8080704,Normal/StandardItem,1,Dated Toadskin Moccasins
8080705,Normal/StandardItem,1,Dated Toadskin Moccasins (Red)
8080706,Normal/StandardItem,1,Dated Toadskin Moccasins (Ochre)
8080707,Normal/StandardItem,1,Dated Toadskin Moccasins (Green)
8080708,Normal/StandardItem,1,Dated Toadskin Moccasins (Black)
8080709,Normal/StandardItem,1,Weathered Moccasins
8080710,Normal/StandardItem,1,Boarskin Moccasins
8080711,Normal/StandardItem,1,Boarskin Moccasins (Black)
8080712,Normal/StandardItem,1,Hunting Moccasins
8080713,Normal/StandardItem,1,Hunting Moccasins (White)
8080714,Normal/StandardItem,1,Plundered Moccasins
8080715,Normal/StandardItem,1,Serpent Private's Moccasins
8080716,Normal/StandardItem,1,Serpent Sergeant's Moccasins
8080717,Normal/StandardItem,1,Explorer's Moccasins
8080801,Normal/StandardItem,1,Dated Sheepskin Jackboots
8080802,Normal/StandardItem,1,Dated Sheepskin Jackboots (Taupe)
8080803,Normal/StandardItem,1,Dated Sheepskin Jackboots (Grey)
8080804,Normal/StandardItem,1,Dated Dodoskin Jackboots
8080805,Normal/StandardItem,1,Dated Dodoskin Jackboots (Black)
8080806,Normal/StandardItem,1,Dated Leather Jackboots
8080807,Normal/StandardItem,1,Dated Leather Jackboots (Black)
8080808,Normal/StandardItem,1,Dated Leather Jackboots (Ochre)
8080809,Normal/StandardItem,1,Dated Leather Jackboots (Green)
8080810,Normal/StandardItem,1,Dated Leather Jackboots (Red)
8080811,Normal/StandardItem,1,Dated Armored Jackboots
8080812,Normal/StandardItem,1,Dated Armored Jackboots (Black)
8080813,Normal/StandardItem,1,Dated Armored Jackboots (Ochre)
8080814,Normal/StandardItem,1,Dated Armored Jackboots (Green)
8080815,Normal/StandardItem,1,Dated Armored Jackboots (Red)
8080816,Normal/StandardItem,1,Weathered Jackboots (Taupe)
8080817,Normal/StandardItem,1,Buccaneer's Boots
8080818,Normal/StandardItem,1,Bladedancer's Jackboots
8080819,Normal/StandardItem,1,Iron-plated Jackboots
8080820,Normal/StandardItem,1,Iron-plated Jackboots (Black)
8080821,Normal/StandardItem,1,Steel-plated Jackboots
8080822,Normal/StandardItem,1,Steel-plated Jackboots (Black)
8080823,Normal/StandardItem,1,Mythril-plated Jackboots
8080824,Normal/StandardItem,1,Mythril-plated Jackboots (White)
8080825,Normal/StandardItem,1,Cobalt-plated Jackboots
8080826,Normal/StandardItem,1,Cobalt-plated Jackboots (Red)
8080827,Normal/StandardItem,1,Cobalt-plated Jackboots (Blue)
8080901,Normal/StandardItem,1,Dated Lauan Sandals
8080902,Normal/StandardItem,1,Dated Lauan Sandals (Grey)
8080903,Normal/StandardItem,1,Dated Walnut Sandals (Black)
8080904,Normal/StandardItem,1,Dated Walnut Sandals
8080905,Normal/StandardItem,1,Dated Walnut Sandals (Green)
8080906,Normal/StandardItem,1,Dated Walnut Sandals (Ochre)
8080907,Normal/StandardItem,1,Dated Walnut Sandals (Red)
8081001,Normal/StandardItem,1,Dated Sheepskin Caligae
8081002,Normal/StandardItem,1,Dated Sheepskin Caligae (Taupe)
